feature,opinion,count,importance
servers,read,4,2.1168
servers,extensively,2,1.4368
servers,leveling,2,1.4368
servers,max,2,1.4368
servers,wipe,2,1.4368
servers,forced,2,-1.0212
servers,embarrassingly,2,-1.0212
servers,high,2,-1.0212
servers,vast,2,0.0
servers,update,4,1.1148
servers,post,2,0.8808
servers,good,2,0.8808
servers,launch,2,0.0
servers,rocky,2,0.0
servers,bring,2,0.0
servers,connect,2,0.4046
servers,problem,2,-0.2054
servers,luck,2,1.3816
servers,aware,2,-0.066
servers,save,2,-0.066
servers,locally,2,-0.066
servers,complete,2,-0.066
servers,net,2,1.1148
servers,solved,2,1.1148
servers,recommend,2,1.1148
servers,screwed,4,-2.3976
servers,allowing,4,-2.3976
servers,4,4,-2.3976
servers,eastern,4,-2.3976
servers,clogged,4,-2.3976
servers,lagged,4,-2.3976
servers,unplayable,4,-2.3976
servers,smallest,2,0.68
servers,required,2,0.68
servers,waiting,2,0.0
servers,busy,2,0.0
servers,waited,2,0.0
servers,queing,4,0.0
servers,repeatedly,2,0.0
servers,disconnected,2,0.0
lots,horribly,2,-1.85
lots,disrespectful,2,-1.85
lots,ridiculously,2,-1.85
lots,bad,2,-1.85
lots,drops,2,-1.85
lots,repetitive,2,-1.85
lots,boring,2,-1.85
lots,terribly,2,-1.85
lots,laggy,2,-1.85
lots,succeed,6,-5.55
lots,spending,4,-0.7966000000000002
lots,real,2,-1.85
lots,better,2,1.4702
lots,fun,2,1.4702
lots,returning,2,1.2972
lots,buy,2,1.2972
lots,good,6,4.5576
lots,online,2,1.2972
lots,hidden,2,0.0
lots,complete,2,0.0
lots,upgraded,2,1.6302
lots,blowing,2,1.6302
lots,great,2,1.6302
lots,ago,2,1.6302
lots,todays,2,1.6302
lots,standard,2,1.6302
lots,tweaked,2,1.6302
lots,despise,2,1.6302
lots,indifferent,2,1.6302
lots,spare,2,1.0534
lots,enjoying,2,1.0534
lots,received,2,-1.1736
lots,healthy,2,-1.1736
lots,feel,2,-1.1736
lots,important,2,-1.1736
lots,rpg,2,-1.1736
lots,centered,2,-1.1736
lots,killing,2,-1.1736
lots,lots,2,-1.1736
lots,picking,2,-1.1736
lots,loot,2,-1.1736
lots,meaning,2,-1.341
lots,poor,2,-1.341
lots,lag,2,-1.341
lots,single,2,-1.341
lots,shortcut,2,1.0282
lots,neat,2,1.0282
cash,horribly,2,-1.85
cash,disrespectful,2,-1.85
cash,ridiculously,2,-1.85
cash,bad,2,-1.85
cash,drops,2,-1.85
cash,repetitive,2,-1.85
cash,boring,2,-1.85
cash,terribly,2,-1.85
cash,laggy,2,-1.85
cash,succeed,6,-5.55
cash,spending,2,-1.85
cash,real,8,-0.8272000000000002
cash,gear,2,1.1148
cash,incredibly,2,1.1148
cash,expensive,2,1.1148
cash,competitive,2,1.1148
cash,choose,2,-0.592
cash,taking,2,-0.592
cash,hard,2,-0.592
cash,sit,2,1.1718
cash,wow,2,1.1718
cash,drop,2,-1.908
cash,kill,2,-1.908
cash,shotted,4,-3.816
cash,challenging,2,-1.908
cash,stupid,2,-1.908
cash,hit,2,-1.908
cash,inferno,2,-1.908
cash,prepared,2,-1.908
cash,scaling,2,-1.908
cash,insane,2,-1.908
cash,makes,2,-1.908
cash,linear,2,-1.908
cash,entire,2,-1.908
cash,obvious,2,0.5
cash,created,2,0.5
cash,provide,2,0.5
cash,endless,2,0.5
cash,total,2,0.0
cash,top,2,-0.592
cash,existing,2,-0.592
cash,monthly,2,-0.592
cash,tied,2,1.5434
cash,creative,2,1.5434
money,horribly,2,-1.85
money,disrespectful,2,-1.85
money,ridiculously,2,-1.85
money,bad,2,-1.85
money,drops,6,0.819
money,repetitive,2,-1.85
money,boring,2,-1.85
money,terribly,2,-1.85
money,laggy,2,-1.85
money,succeed,6,-5.55
money,spending,2,-1.85
money,real,78,-0.4520000000000002
money,revolves,4,0.0
money,decided,4,0.06259999999999999
money,bring,2,0.4046
money,wasted,4,-1.4538000000000002
money,grinding,6,0.05699999999999994
money,feel,10,-4.2177999999999995
money,actual,6,-0.1544
money,earning,2,-0.1544
money,worth,2,-0.1544
money,wow,2,0.062
money,flawed,2,0.062
money,forget,2,0.062
money,broken,4,-0.7836
money,sold,2,1.1124
money,save,2,1.3616
money,unemployed,2,1.036
money,received,2,1.036
money,sick,2,1.036
money,lost,4,1.6378
money,worry,2,1.036
money,easier,2,1.036
money,bought,6,0.9259999999999999
money,negative,4,-1.7736
money,spend,8,-3.8982000000000006
money,ahead,2,1.2458
money,regretted,2,1.2458
money,single,2,1.2458
money,paid,6,-0.7119999999999997
money,good,8,2.1795999999999998
money,waste,2,-0.843
money,deliver,2,-0.843
money,feels,2,1.2248
money,plan,2,1.2248
money,bilk,2,1.2248
money,follow,4,2.2460000000000004
money,cost,2,0.7224
money,rely,2,0.7224
money,sitting,2,0.0
money,discussing,2,0.0
money,putting,2,0.0
money,perfect,2,0.8994
money,glad,2,0.8994
money,forward,2,0.8994
money,pvp,2,0.8994
money,ah,6,1.0131999999999999
money,coming,2,0.8994
money,suppose,2,0.0
money,virtual,8,2.3624
money,pay,2,0.7224
money,makes,2,0.0
money,arcade,2,0.0
money,continue,4,1.2938
money,needs,2,0.9176
money,sells,2,0.9176
money,ebay,2,0.9176
money,ultima,2,0.9176
money,online,16,-2.1028
money,buy,24,-1.2819999999999998
money,monthly,2,0.9176
money,understand,4,2.2728
money,send,4,2.2728
money,physically,4,2.2728
money,hang,4,2.2728
money,inside,4,2.2728
money,nice,2,0.843
money,eliminated,2,1.8574
money,3rd,2,1.8574
money,potential,2,1.8574
money,heavily,2,1.8574
money,flooded,2,1.8574
money,gained,2,1.8574
money,intimate,2,1.8574
money,encouraged,2,1.8574
money,styled,2,1.8574
money,drastically,2,1.8574
money,manner,2,1.8574
money,previous,4,2.4592
money,spiraled,2,0.68
money,plummeted,2,0.68
money,scraped,2,-0.8038
money,dull,2,-0.8038
money,plenty,2,1.826
money,short,2,1.826
money,fun,6,3.449
money,easy,2,1.826
money,intuitive,2,1.826
money,acting,2,1.826
money,pretty,2,1.826
money,shallow,2,1.826
money,terrible,4,3.652
money,awful,2,1.826
money,atrocious,2,1.826
money,offline,4,1.645
money,connected,4,2.4278
money,impossible,4,1.484
money,casual,2,1.826
money,frustrating,2,1.826
money,special,2,1.826
money,involved,2,1.826
money,sets,2,1.826
money,extremely,4,2.4278
money,narrow,2,1.826
money,obvious,2,0.5
money,created,2,0.5
money,provide,2,0.5
money,endless,2,0.5
money,blows,2,0.6504
money,buying,4,0.0
money,selling,8,1.1718
money,barely,2,-0.8456
money,basically,4,2.0148
money,easily,2,1.1718
money,sell,14,-2.4825999999999997
money,gon,2,0.0
money,na,2,0.0
money,sit,2,0.0
money,takes,2,0.0
money,spent,2,0.0
money,realize,2,0.0
money,exist,2,0.0
money,excite,2,0.6018
money,tightly,2,0.843
money,controlled,2,0.843
money,meted,2,0.843
money,forcing,2,0.843
money,ofcourse,2,-0.181
money,require,2,-0.181
money,hacking,2,-1.2272
money,pour,2,-1.2272
money,stolen,6,-4.0656
money,lose,12,-8.3156
money,eventually,6,-2.4825999999999997
money,live,4,-2.8384
money,shifted,2,0.0
money,delivering,2,0.0
money,highest,2,0.0
money,milking,2,0.0
money,bat,2,0.0
money,shiny,4,0.0
money,reduce,2,0.0
money,illegitimate,2,0.0
money,grab,2,0.0
money,redeem,2,-1.3194
money,earned,2,-1.3194
money,chance,2,1.2938
money,weak,2,1.341
money,lacks,2,1.341
money,gold,4,1.0313999999999999
money,bright,2,1.341
money,dark,2,1.341
money,random,2,1.341
money,total,2,0.3558
money,hope,2,0.3558
money,possibly,2,0.3558
money,upgarde,2,0.3558
money,rmah,2,-0.7224
money,sore,2,-0.7224
money,included,2,-0.7224
money,met,2,-1.2994
money,recognize,2,1.0998
money,inferno,2,-0.342
money,need,2,-0.342
money,win,2,-0.342
money,doubt,2,-0.7224
money,enjoyable,2,-1.3406
money,forced,2,-0.3096
money,check,2,-0.3096
money,challenging,2,-0.3096
money,dreams,4,1.6076
money,due,2,-1.154
money,garbage,2,-1.6146
money,retarded,2,-1.6146
money,imagine,2,-0.3062
money,purchased,2,-0.5544
money,implemented,4,-0.7044
money,totally,4,-0.7044
money,ruins,4,-0.7044
money,grabbing,4,-0.7044
money,sort,2,0.1544
money,mmo,2,0.1544
money,concerned,2,0.1544
auction,horribly,2,-1.85
auction,disrespectful,2,-1.85
auction,ridiculously,4,-1.9788000000000001
auction,bad,2,-1.85
auction,drops,8,-0.09860000000000002
auction,repetitive,2,-1.85
auction,boring,4,-1.1276000000000002
auction,terribly,2,-1.85
auction,laggy,4,-0.1060000000000001
auction,succeed,6,-5.55
auction,spending,4,-1.0462000000000002
auction,real,56,-3.0648
auction,revolves,4,0.0
auction,decided,6,0.06259999999999999
auction,bring,2,0.4046
auction,wow,4,0.124
auction,flawed,4,0.124
auction,forget,4,0.124
auction,broken,6,-0.9271999999999998
auction,addicting,4,0.9176
auction,sold,6,2.8440000000000003
auction,nice,10,6.7704
auction,sense,2,0.0
auction,online,10,0.07619999999999988
auction,negative,2,-1.1438
auction,net,2,-1.1438
auction,awesome,2,1.7316
auction,finding,2,1.7316
auction,rare,2,1.7316
auction,huge,2,1.7316
auction,best,2,1.744
auction,constantly,2,1.744
auction,better,2,1.744
auction,lead,2,1.744
auction,final,2,-1.341
auction,killed,8,3.7434
auction,working,2,-0.8038
auction,suppose,2,0.0
auction,destroying,2,-1.3816
auction,caused,2,-1.3816
auction,reduce,2,-1.3816
auction,considerably,2,-1.3816
auction,eliminated,2,1.8574
auction,3rd,2,1.8574
auction,potential,2,1.8574
auction,heavily,2,1.8574
auction,flooded,2,1.8574
auction,gained,2,1.8574
auction,intimate,2,1.8574
auction,encouraged,2,1.8574
auction,styled,2,1.8574
auction,drastically,2,1.8574
auction,manner,2,1.8574
auction,previous,2,1.8574
auction,spiraled,4,1.36
auction,plummeted,4,1.36
auction,connecting,2,0.0
auction,connected,4,1.4526000000000001
auction,visit,2,-0.3734
auction,main,2,0.7224
auction,appears,2,0.7224
auction,unique,4,1.4448
auction,offer,4,0.31779999999999997
auction,results,2,0.7224
auction,plenty,2,1.826
auction,short,2,1.826
auction,fun,2,1.826
auction,easy,2,1.826
auction,intuitive,2,1.826
auction,good,20,11.5646
auction,acting,2,1.826
auction,pretty,2,1.826
auction,shallow,2,1.826
auction,terrible,4,3.652
auction,awful,2,1.826
auction,atrocious,2,1.826
auction,offline,6,1.464
auction,impossible,6,1.0794
auction,casual,2,1.826
auction,frustrating,2,1.826
auction,special,2,1.826
auction,involved,2,1.826
auction,grinding,4,0.21140000000000003
auction,sets,2,1.826
auction,extremely,2,1.826
auction,narrow,2,1.826
auction,buying,4,0.592
auction,selling,4,1.1718
auction,basically,4,2.0148
auction,easily,2,1.1718
auction,shutting,2,0.0
auction,recent,6,5.0844000000000005
auction,closed,6,5.0844000000000005
auction,indefinitely,6,5.0844000000000005
auction,miss,6,5.0844000000000005
auction,missed,6,5.0844000000000005
auction,worthy,6,5.0844000000000005
auction,countless,6,5.0844000000000005
auction,headstart,6,5.0844000000000005
auction,tightly,2,0.843
auction,controlled,2,0.843
auction,meted,2,0.843
auction,forcing,2,0.843
auction,includes,8,0.0
auction,glad,2,0.9176
auction,hear,2,0.9176
auction,detrimental,2,0.9176
auction,capitalize,2,-1.0846
auction,fail,2,-1.0846
auction,ofcourse,4,-0.362
auction,require,4,-0.362
auction,forced,8,-1.3044
auction,cheaper,2,-0.1288
auction,priced,6,3.0216
auction,lose,4,-2.8384
auction,eventually,4,-1.0634000000000001
auction,sell,8,0.3891999999999998
auction,stolen,2,-1.4192
auction,buy,24,6.510599999999999
auction,live,2,-1.4192
auction,ramps,2,-1.1258
auction,nicer,2,-1.1258
auction,feels,2,-1.1258
auction,hit,2,-1.1258
auction,checked,2,-0.8268
auction,flipping,2,0.0
auction,shiny,2,0.0
auction,actual,2,0.0
auction,continue,2,1.2938
auction,chance,2,1.2938
auction,accessed,2,0.0
auction,pressing,2,0.0
auction,hurting,2,-0.9152
auction,equip,2,-0.9152
auction,instant,2,-0.9152
auction,total,2,0.3558
auction,hope,2,0.3558
auction,possibly,2,0.3558
auction,upgarde,2,0.3558
auction,rmah,2,-0.7224
auction,sore,2,-0.7224
auction,included,2,-0.7224
auction,ah,2,1.262
auction,inferno,2,-0.342
auction,need,2,-0.342
auction,spend,4,-1.9566000000000001
auction,win,2,-0.342
auction,suggest,2,1.748
auction,quicker,2,1.748
auction,happy,2,1.748
auction,gauged,2,0.5
auction,apparently,2,0.5
auction,lucky,2,0.5
auction,accumulate,2,0.5
auction,bid,4,-0.8092
auction,hot,2,-0.4046
auction,fast,2,-0.4046
auction,absolutely,2,-0.4046
auction,compete,6,2.7457999999999996
auction,banging,2,-0.4046
auction,bottom,2,1.4526
auction,great,2,1.4526
auction,bother,2,1.4526
auction,posting,2,1.4526
auction,wasting,2,1.4526
auction,sit,4,3.1504
auction,lurking,4,3.1504
auction,listed,4,3.1504
auction,instantly,4,3.1504
auction,relist,4,3.1504
auction,100x,4,3.1504
auction,markup,4,3.1504
auction,drudging,4,3.1504
auction,seeking,4,3.1504
auction,resell,4,3.1504
auction,d3,4,1.3144
auction,run,2,0.592
auction,bunch,2,0.592
auction,spirited,2,0.592
auction,preventing,2,0.592
auction,affording,2,0.592
auction,single,2,0.592
auction,heard,4,0.0
auction,call,4,0.0
auction,giant,4,0.0
auction,loot,2,0.0516
auction,common,2,0.0516
auction,hundred,2,0.0516
auction,laying,2,0.0516
auction,focused,4,3.7688
auction,nerfing,4,3.7688
auction,friendly,4,3.7688
auction,struggling,4,3.7688
auction,geared,4,3.7688
auction,million,4,3.7688
auction,multiple,4,3.7688
auction,grand,4,3.7688
auction,20,4,3.7688
auction,gold,6,3.4592000000000005
auction,anymore,4,3.7688
auction,feel,2,-0.3096
auction,check,2,-0.3096
auction,challenging,2,-0.3096
auction,initially,2,0.8808
auction,held,2,0.8808
auction,dreams,2,0.8038
auction,completely,2,-1.0512
auction,garbage,2,-1.6146
auction,retarded,2,-1.6146
auction,bought,4,-1.184
auction,debated,4,-1.184
auction,imagine,2,-0.3062
auction,wait,2,1.486
auction,upgrade,2,0.7224
auction,current,2,0.7224
auction,beefier,2,0.7224
auction,plan,2,0.8038
house,horribly,2,-1.85
house,disrespectful,2,-1.85
house,ridiculously,4,-1.9788000000000001
house,bad,2,-1.85
house,drops,8,-0.09860000000000002
house,repetitive,2,-1.85
house,boring,4,-1.1276000000000002
house,terribly,2,-1.85
house,laggy,4,-0.1060000000000001
house,succeed,6,-5.55
house,spending,4,-1.0462000000000002
house,real,52,-2.7552000000000003
house,revolves,4,0.0
house,decided,4,0.06259999999999999
house,bring,2,0.4046
house,wow,4,0.124
house,flawed,4,0.124
house,forget,4,0.124
house,broken,6,-0.9271999999999998
house,addicting,4,0.9176
house,sold,6,2.8440000000000003
house,nice,10,6.7704
house,sense,2,0.0
house,online,10,0.07619999999999988
house,negative,2,-1.1438
house,net,2,-1.1438
house,awesome,2,1.7316
house,finding,2,1.7316
house,rare,2,1.7316
house,huge,2,1.7316
house,best,2,1.744
house,constantly,2,1.744
house,better,2,1.744
